"","Date","PM2.5.AQI.Value","Site.Name","Site.ID","Source","X20.year.High..2000.2019.","X20.year.Low..2000.2019.","X5.year.Average..2015.2019.","Date.of.20.year.High","Date.of.20.year.Low"
"245","09/01/2016",65,"Camp Pendleton","06-073-1008","AQS",77,32,"66.8","09/01/2018","09/01/2013"
"246","09/02/2016",61,"Camp Pendleton","06-073-1008","AQS",74,28,"64.6","09/02/2018","09/02/2000"
"247","09/03/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",72,25,"54","09/03/2010","09/03/2000"
"248","09/04/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",64,33,"56.6","09/04/2017","09/04/2000"
"249","09/05/2016",62,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,46,"58.2","09/05/2002","09/05/2000"
"250","09/06/2016",62,"Donovan","06-073-1014","AQS",68,39,"57","09/06/2008","09/06/2018"
"251","09/07/2016",65,"Camp Pendleton","06-073-1008","AQS",71,38,"59","09/07/2008","09/07/2002"
"252","09/08/2016",63,"Camp Pendleton","06-073-1008","AQS",71,40,"61.6","09/08/2008","09/08/2007"
"253","09/09/2016",62,"Camp Pendleton","06-073-1008","AQS",76,31,"66","09/09/2015","09/09/2010"
"254","09/10/2016",62,"El Cajon - Lexington Elementary School","06-073-1022","AQS",62,36,"59.2","09/10/2018","09/10/2005"
"255","09/11/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",67,36,"60.4","09/11/2000","09/11/2005"
"256","09/12/2016",52,"Donovan","06-073-1014","AQS",80,34,"57.4","09/12/2000","09/12/2005"
"257","09/13/2016",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,39,"50.4","09/13/2000","09/13/2016"
"258","09/14/2016",43,"Donovan","06-073-1014","AQS",85,29,"50.2","09/14/2008","09/14/2009"
"259","09/15/2016",51,"Donovan","06-073-1014","AQS",85,15,"46","09/15/2008","09/15/2015"
"260","09/16/2016",58,"Donovan","06-073-1014","AQS",77,22,"50","09/16/2000","09/16/2015"
"261","09/17/2016",59,"Camp Pendleton","06-073-1008","AQS",75,28,"53.2","09/17/2008","09/17/2015"
"262","09/18/2016",74,"Donovan","06-073-1014","AQS",78,37,"55.8","09/18/2008","09/18/2014"
"263","09/19/2016",70,"Donovan","06-073-1014","AQS",86,20,"55.2","09/19/2011","09/19/2014"
"264","09/20/2016",62,"Camp Pendleton","06-073-1008","AQS",77,25,"56.2","09/20/2001","09/20/2007"
"265","09/21/2016",60,"Camp Pendleton","06-073-1008","AQS",76,25,"58.2","09/21/2001","09/21/2007"
"266","09/22/2016",64,"Camp Pendleton","06-073-1008","AQS",81,20,"57.8","09/22/2012","09/22/2007"
"267","09/23/2016",74,"Donovan","06-073-1014","AQS",80,15,"58.6","09/23/2002","09/23/2000"
"268","09/24/2016",68,"Camp Pendleton","06-073-1008","AQS",91,23,"65.6","09/24/2015","09/24/2000"
"269","09/25/2016",61,"Camp Pendleton","06-073-1008","AQS",77,37,"58.6","09/25/2003","09/25/2014"
"270","09/26/2016",54,"Camp Pendleton","06-073-1008","AQS",99,31,"58.4","09/26/2003","09/26/2014"
"271","09/27/2016",57,"Camp Pendleton","06-073-1008","AQS",80,31,"60.8","09/27/2003","09/27/2014"
"272","09/28/2016",54,"Camp Pendleton","06-073-1008","AQS",78,24,"58.8","09/28/2018","09/28/2002"
"273","09/29/2016",53,"Camp Pendleton","06-073-1008","AQS",89,17,"55","09/29/2001","09/29/2002"
"274","09/30/2016",56,"Camp Pendleton","06-073-1008","AQS",69,22,"60.4","09/30/2015","09/30/2002"
"275","10/01/2016",60,"Camp Pendleton","06-073-1008","AQS",104,28,"57.6","10/01/2000","10/01/2002"
"276","10/02/2016",58,"Camp Pendleton","06-073-1008","AQS",96,43,"52","10/02/2000","10/02/2002"
"277","10/03/2016",54,"Camp Pendleton","06-073-1008","AQS",81,23,"56","10/03/2001","10/03/2006"
"278","10/04/2016",49,"Camp Pendleton","06-073-1008","AQS",64,24,"49","10/04/2019","10/04/2006"
"279","10/05/2016",46,"Camp Pendleton","06-073-1008","AQS",81,20,"43.4","10/05/2003","10/05/2018"
"280","10/06/2016",51,"Camp Pendleton","06-073-1008","AQS",107,22,"58","10/06/2003","10/06/2006"
"281","10/07/2016",51,"Camp Pendleton","06-073-1008","AQS",96,32,"54.6","10/07/2004","10/07/2007"
"282","10/08/2016",55,"Donovan","06-073-1014","AQS",100,33,"63.2","10/08/2004","10/08/2007"
"283","10/09/2016",51,"Camp Pendleton","06-073-1008","AQS",92,39,"62.4","10/09/2003","10/09/2013"
"284","10/10/2016",52,"Donovan","06-073-1014","AQS",77,25,"57.2","10/10/2001","10/10/2000"
"285","10/11/2016",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",77,28,"57.6","10/11/2001","10/11/2007"
"286","10/12/2016",41,"El Cajon - Lexington Elementary School","06-073-1022","AQS",82,22,"54.6","10/12/2001","10/12/2009"
"287","10/13/2016",48,"Donovan","06-073-1014","AQS",93,25,"56","10/13/2002","10/13/2007"
"288","10/14/2016",55,"Camp Pendleton","06-073-1008","AQS",110,21,"56.2","10/14/2002","10/14/2009"
"289","10/15/2016",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",89,27,"52.2","10/15/2001","10/15/2006"
"290","10/16/2016",26,"El Cajon - Lexington Elementary School","06-073-1022","AQS",98,26,"49.4","10/16/2001","10/16/2016"
"291","10/17/2016",23,"El Cajon - Lexington Elementary School","06-073-1022","AQS",135,23,"50.2","10/17/2003","10/17/2016"
"292","10/18/2016",35,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,25,"49.6","10/18/2003","10/18/2015"
"293","10/19/2016",63,"Camp Pendleton","06-073-1008","AQS",89,14,"57.2","10/19/2000","10/19/2004"
"294","10/20/2016",52,"Camp Pendleton","06-073-1008","AQS",118,19,"50.2","10/20/2000","10/20/2004"
"295","10/21/2016",48,"Donovan","06-073-1014","AQS",115,27,"53.4","10/21/2005","10/21/2012"
"296","10/22/2016",54,"Donovan","06-073-1014","AQS",186,31,"56.8","10/22/2007","10/22/2004"
"297","10/23/2016",61,"Donovan","06-073-1014","AQS",188,33,"62.4","10/23/2007","10/23/2012"
"298","10/24/2016",68,"Donovan","06-073-1014","AQS",163,34,"63.6","10/24/2007","10/24/2012"
"299","10/25/2016",51,"Camp Pendleton","06-073-1008","AQS",135,28,"58.8","10/25/2007","10/25/2010"
"300","10/26/2016",60,"Donovan","06-073-1014","AQS",176,36,"66.8","10/26/2003","10/26/2000"
"301","10/27/2016",66,"Donovan","06-073-1014","AQS",289,28,"69.2","10/27/2003","10/27/2004"
"302","10/28/2016",60,"Donovan","06-073-1014","AQS",143,23,"73.6","10/28/2007","10/28/2005"
"303","10/29/2016",56,"Donovan","06-073-1014","AQS",119,28,"61.2","10/29/2003","10/29/2000"
"304","10/30/2016",41,"El Cajon - Lexington Elementary School","06-073-1022","AQS",79,25,"57.8","10/30/2007","10/30/2000"
"305","10/31/2016",38,"El Cajon - Lexington Elementary School","06-073-1022","AQS",98,26,"58.2","10/31/2019","10/31/2017"
"306","11/01/2016",37,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,24,"49.4","11/01/2007","11/01/2003"
"307","11/02/2016",49,"Camp Pendleton","06-073-1008","AQS",121,27,"46.6","11/02/2007","11/02/2017"
"308","11/03/2016",58,"Donovan","06-073-1014","AQS",129,21,"49.2","11/03/2002","11/03/2015"
"309","11/04/2016",63,"Donovan","06-073-1014","AQS",114,32,"57.2","11/04/2001","11/04/2015"
"310","11/05/2016",64,"Donovan","06-073-1014","AQS",117,31,"57.8","11/05/2001","11/05/2017"
"311","11/06/2016",61,"Donovan","06-073-1014","AQS",133,37,"59.4","11/06/2007","11/06/2014"
"312","11/07/2016",62,"Donovan","06-073-1014","AQS",134,35,"65","11/07/2003","11/07/2014"
"313","11/08/2016",66,"Camp Pendleton","06-073-1008","AQS",127,25,"64","11/08/2001","11/08/2002"
"314","11/09/2016",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,16,"53.2","11/09/2001","11/09/2002"
"315","11/10/2016",46,"El Cajon - Lexington Elementary School","06-073-1022","AQS",88,29,"54.6","11/10/2009","11/10/2005"
"316","11/11/2016",46,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,31,"61.8","11/11/2019","11/11/2010"
"317","11/12/2016",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",91,43,"66.2","11/12/2019","11/12/2006"
"318","11/13/2016",57,"Camp Pendleton","06-073-1008","AQS",103,31,"68","11/13/2019","11/13/2001"
"319","11/14/2016",55,"Camp Pendleton","06-073-1008","AQS",106,32,"65","11/14/2005","11/14/2014"
"320","11/15/2016",70,"Donovan","06-073-1014","AQS",122,34,"64.8","11/15/2005","11/15/2014"
"321","11/16/2016",63,"Donovan","06-073-1014","AQS",97,38,"66.8","11/16/2001","11/16/2003"
"322","11/17/2016",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,36,"61.2","11/17/2001","11/17/2014"
"323","11/18/2016",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",130,33,"60.4","11/18/2001","11/18/2014"
"324","11/19/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",108,43,"63.2","11/19/2001","11/19/2011"
"325","11/20/2016",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",126,24,"64.6","11/20/2007","11/20/2014"
"326","11/21/2016",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,26,"55","11/21/2007","11/21/2014"
"327","11/22/2016",41,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,39,"51.4","11/22/2002","11/22/2014"
"328","11/23/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",108,41,"55.4","11/23/2000","11/23/2013"
"329","11/24/2016",72,"El Cajon - Lexington Elementary School","06-073-1022","AQS",108,35,"59.8","11/24/2000","11/24/2014"
"330","11/25/2016",74,"El Cajon - Lexington Elementary School","06-073-1022","AQS",134,38,"61.6","11/25/2000","11/25/2014"
"331","11/26/2016",70,"El Cajon - Lexington Elementary School","06-073-1022","AQS",117,39,"59.2","11/26/2000","11/26/2018"
"332","11/27/2016",49,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,33,"56.6","11/27/2000","11/27/2006"
"333","11/28/2016",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",117,29,"52.8","11/28/2000","11/28/2006"
"334","11/29/2016",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",96,25,"45.4","11/29/2000","11/29/2019"
"335","11/30/2016",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",113,27,"59.8","11/30/2000","11/30/2007"
"336","12/01/2016",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,37,"61.2","12/01/2000","12/01/2012"
"337","12/02/2016",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",157,38,"60","12/02/2000","12/02/2014"
"338","12/03/2016",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",155,26,"59.6","12/03/2000","12/03/2014"
"339","12/04/2016",72,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,23,"62.8","12/04/2002","12/04/2014"
"340","12/05/2016",70,"El Cajon - Lexington Elementary School","06-073-1022","AQS",155,42,"52.8","12/05/2006","12/05/2019"
"341","12/06/2016",66,"El Cajon - Lexington Elementary School","06-073-1022","AQS",129,39,"50.4","12/06/2003","12/06/2018"
"342","12/07/2016",62,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,21,"54","12/07/2002","12/07/2007"
"343","12/08/2016",69,"Donovan","06-073-1014","AQS",134,33,"63.2","12/08/2000","12/08/2007"
"344","12/09/2016",73,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,40,"67.2","12/09/2012","12/09/2019"
"345","12/10/2016",68,"Camp Pendleton","06-073-1008","AQS",125,31,"63","12/10/2012","12/10/2006"
"346","12/11/2016",54,"Camp Pendleton","06-073-1008","AQS",142,38,"52.4","12/11/2007","12/11/2015"
"347","12/12/2016",50,"Donovan","06-073-1014","AQS",83,21,"58.6","12/12/2001","12/12/2014"
"348","12/13/2016",63,"Donovan","06-073-1014","AQS",117,30,"61.6","12/13/2002","12/13/2012"
"349","12/14/2016",93,"Donovan","06-073-1014","AQS",111,40,"79.2","12/14/2005","12/14/2012"
"350","12/15/2016",86,"Donovan","06-073-1014","AQS",100,29,"67.2","12/15/2005","12/15/2008"
"351","12/16/2016",44,"Camp Pendleton","06-073-1008","AQS",104,44,"55","12/16/2005","12/16/2006"
"352","12/17/2016",62,"El Cajon - Lexington Elementary School","06-073-1022","AQS",106,24,"58.4","12/17/2001","12/17/2014"
"353","12/18/2016",90,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,31,"65.8","12/18/2001","12/18/2010"
"354","12/19/2016",91,"El Cajon - Lexington Elementary School","06-073-1022","AQS",127,29,"74.8","12/19/2001","12/19/2010"
"355","12/20/2016",74,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,14,"62.6","12/20/2008","12/20/2010"
"356","12/21/2016",50,"El Cajon - Lexington Elementary School","06-073-1022","AQS",112,20,"71.8","12/21/2018","12/21/2010"
"357","12/22/2016",36,"El Cajon - Lexington Elementary School","06-073-1022","AQS",110,28,"65","12/22/2000","12/22/2015"
"358","12/23/2016",43,"El Cajon - Lexington Elementary School","06-073-1022","AQS",148,43,"60.6","12/23/2000","12/23/2016"
"359","12/24/2016",42,"El Cajon - Lexington Elementary School","06-073-1022","AQS",156,42,"70.4","12/24/2000","12/24/2016"
"360","12/25/2016",76,"El Cajon - Lexington Elementary School","06-073-1022","AQS",153,25,"72.8","12/25/2009","12/25/2003"
"361","12/26/2016",73,"El Cajon - Lexington Elementary School","06-073-1022","AQS",107,32,"72","12/26/2002","12/26/2019"
"362","12/27/2016",69,"El Cajon - Lexington Elementary School","06-073-1022","AQS",119,45,"72.8","12/27/2017","12/27/2007"
"363","12/28/2016",74,"El Cajon - Lexington Elementary School","06-073-1022","AQS",109,19,"66.4","12/28/2001","12/28/2004"
"364","12/29/2016",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,21,"62.8","12/29/2001","12/29/2004"
"365","12/30/2016",63,"El Cajon - Lexington Elementary School","06-073-1022","AQS",98,31,"62.2","12/30/2007","12/30/2014"
"366","12/31/2016",46,"El Cajon - Lexington Elementary School","06-073-1022","AQS",132,46,"74.4","12/31/2000","12/31/2016"
"367","01/01/2017",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",165,54,"99.4","01/01/2014","01/01/2017"
"368","01/02/2017",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,35,"68.4","01/02/2002","01/02/2006"
"369","01/03/2017",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,31,"73.8","01/03/2002","01/03/2005"
"370","01/04/2017",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",111,45,"69.8","01/04/2001","01/04/2005"
"371","01/05/2017",47,"Donovan","06-073-1014","AQS",111,14,"58.4","01/05/2001","01/05/2008"
"372","01/06/2017",54,"La Posta Reservation","06-073-1011","AQS",98,28,"59.6","01/06/2002","01/06/2008"
"373","01/07/2017",67,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,33,"53.2","01/07/2001","01/07/2008"
"374","01/08/2017",63,"El Cajon - Lexington Elementary School","06-073-1022","AQS",118,25,"59","01/08/2004","01/08/2005"
"375","01/09/2017",73,"Donovan","06-073-1014","AQS",133,9,"60","01/09/2000","01/09/2005"
"376","01/10/2017",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,20,"53.8","01/10/2000","01/10/2005"
"377","01/11/2017",49,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,19,"56.6","01/11/2000","01/11/2005"
"378","01/12/2017",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",107,35,"58.8","01/12/2014","01/12/2005"
"379","01/13/2017",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",102,48,"55.4","01/13/2000","01/13/2009"
"380","01/14/2017",70,"Donovan","06-073-1014","AQS",107,34,"58.6","01/14/2001","01/14/2008"
"381","01/15/2017",66,"El Cajon - Lexington Elementary School","06-073-1022","AQS",82,40,"54.4","01/15/2001","01/15/2007"
"382","01/16/2017",64,"Donovan","06-073-1014","AQS",109,25,"51.8","01/16/2000","01/16/2019"
"383","01/17/2017",64,"El Cajon - Lexington Elementary School","06-073-1022","AQS",124,47,"67.2","01/17/2003","01/17/2008"
"384","01/18/2017",66,"Donovan","06-073-1014","AQS",122,33,"59.6","01/18/2004","01/18/2019"
"385","01/19/2017",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,37,"54.2","01/19/2004","01/19/2000"
"386","01/20/2017",46,"La Posta Reservation","06-073-1011","AQS",105,39,"61.6","01/20/2002","01/20/2010"
"387","01/21/2017",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,25,"60.6","01/21/2001","01/21/2010"
"388","01/22/2017",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,30,"52.8","01/22/2003","01/22/2010"
"389","01/23/2017",34,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,34,"48.8","01/23/2003","01/23/2017"
"390","01/24/2017",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",99,16,"53.4","01/24/2003","01/24/2008"
"391","01/25/2017",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,33,"52","01/25/2002","01/25/2008"
"392","01/26/2017",65,"Donovan","06-073-1014","AQS",84,37,"52.4","01/26/2010","01/26/2015"
"393","01/27/2017",64,"El Cajon - Lexington Elementary School","06-073-1022","AQS",75,23,"58.4","01/27/2016","01/27/2008"
"394","01/28/2017",73,"El Cajon - Lexington Elementary School","06-073-1022","AQS",89,27,"62.8","01/28/2000","01/28/2008"
"395","01/29/2017",64,"El Cajon - Lexington Elementary School","06-073-1022","AQS",92,33,"66.4","01/29/2003","01/29/2018"
"396","01/30/2017",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",123,37,"57.6","01/30/2003","01/30/2018"
"397","01/31/2017",63,"Donovan","06-073-1014","AQS",82,20,"57.8","01/31/2019","01/31/2007"
"398","02/01/2017",78,"Donovan","06-073-1014","AQS",106,43,"61.6","02/01/2012","02/01/2016"
"399","02/02/2017",63,"Donovan","06-073-1014","AQS",87,31,"52.2","02/02/2002","02/02/2005"
"400","02/03/2017",70,"Donovan","06-073-1014","AQS",88,25,"63.2","02/03/2002","02/03/2004"
"401","02/04/2017",37,"El Cajon - Lexington Elementary School","06-073-1022","AQS",110,27,"58.2","02/04/2015","02/04/2019"
"402","02/05/2017",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,26,"71","02/05/2006","02/05/2019"
"403","02/06/2017",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,20,"65.4","02/06/2015","02/06/2010"
"404","02/07/2017",33,"El Cajon - Lexington Elementary School","06-073-1022","AQS",127,6,"58.6","02/07/2000","02/07/2008"
"405","02/08/2017",38,"El Cajon - Lexington Elementary School","06-073-1022","AQS",93,37,"55","02/08/2000","02/08/2009"
"406","02/09/2017",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",99,27,"58.4","02/09/2007","02/09/2009"
"407","02/10/2017",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",88,24,"56.6","02/10/2006","02/10/2000"
"408","02/11/2017",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",87,13,"56","02/11/2018","02/11/2005"
"409","02/12/2017",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",83,19,"62.8","02/12/2015","02/12/2003"
"410","02/13/2017",49,"Camp Pendleton","06-073-1008","AQS",117,22,"65","02/13/2016","02/13/2001"
"411","02/14/2017",57,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,28,"55.2","02/14/2016","02/14/2003"
"412","02/15/2017",50,"Camp Pendleton","06-073-1008","AQS",110,32,"47.8","02/15/2002","02/15/2019"
"413","02/16/2017",66,"Donovan","06-073-1014","AQS",95,28,"53.2","02/16/2002","02/16/2011"
"414","02/17/2017",75,"La Posta Reservation","06-073-1011","AQS",91,28,"55.8","02/17/2004","02/17/2019"
"415","02/18/2017",32,"El Cajon - Lexington Elementary School","06-073-1022","AQS",99,20,"46.8","02/18/2008","02/18/2005"
"416","02/19/2017",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",143,14,"75","02/19/2018","02/19/2005"
"417","02/20/2017",38,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,18,"58.6","02/20/2015","02/20/2005"
"418","02/21/2017",39,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,20,"50.4","02/21/2001","02/21/2000"
"419","02/22/2017",38,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,15,"45","02/22/2016","02/22/2004"
"420","02/23/2017",33,"La Posta Reservation","06-073-1011","AQS",70,15,"44.4","02/23/2014","02/23/2005"
"421","02/24/2017",26,"Chula Vista","06-073-0001","AQS",77,20,"44.8","02/24/2012","02/24/2000"
"422","02/25/2017",24,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,20,"51","02/25/2006","02/25/2003"
"423","02/26/2017",17,"El Cajon - Lexington Elementary School","06-073-1022","AQS",92,17,"54","02/26/2006","02/26/2017"
"424","02/27/2017",12,"La Posta Reservation","06-073-1011","AQS",90,12,"47.4","02/27/2000","02/27/2017"
"425","02/28/2017",62,"La Posta Reservation","06-073-1011","AQS",78,18,"50.6","02/28/2002","02/28/2007"
"426","03/01/2017",34,"Camp Pendleton","06-073-1008","AQS",98,28,"47.6","03/01/2016","03/01/2015"
"427","03/02/2017",33,"Chula Vista","06-073-0001","AQS",83,28,"45.8","03/02/2016","03/02/2005"
"428","03/03/2017",32,"El Cajon - Lexington Elementary School","06-073-1022","AQS",67,25,"36.8","03/03/2016","03/03/2018"
"429","03/04/2017",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",63,5,"39.8","03/04/2011","03/04/2000"
"430","03/05/2017",81,"La Posta Reservation","06-073-1011","AQS",81,21,"54.4","03/05/2017","03/05/2005"
"431","03/06/2017",42,"La Posta Reservation","06-073-1011","AQS",77,21,"41","03/06/2015","03/06/2018"
"432","03/07/2017",42,"Camp Pendleton","06-073-1008","AQS",61,25,"38.8","03/07/2004","03/07/2016"
"433","03/08/2017",47,"Camp Pendleton","06-073-1008","AQS",76,24,"37.6","03/08/2005","03/08/2019"
"434","03/09/2017",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",89,29,"48","03/09/2005","03/09/2019"
"435","03/10/2017",53,"Camp Pendleton","06-073-1008","AQS",96,28,"61.6","03/10/2015","03/10/2006"
"436","03/11/2017",58,"Camp Pendleton","06-073-1008","AQS",88,17,"57","03/11/2015","03/11/2006"
"437","03/12/2017",63,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,4,"54.8","03/12/2004","03/12/2000"
"438","03/13/2017",60,"El Cajon - Lexington Elementary School","06-073-1022","AQS",85,31,"57.2","03/13/2003","03/13/2006"
"439","03/14/2017",52,"Camp Pendleton","06-073-1008","AQS",155,26,"38.2","03/14/2009","03/14/2016"
"440","03/15/2017",55,"Camp Pendleton","06-073-1008","AQS",93,24,"43.6","03/15/2000","03/15/2019"
"441","03/16/2017",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",102,25,"54.8","03/16/2004","03/16/2008"
