"","Date","PM2.5.AQI.Value","Site.Name","Site.ID","Source","X20.year.High..2000.2019.","X20.year.Low..2000.2019.","X5.year.Average..2015.2019.","Date.of.20.year.High","Date.of.20.year.Low"
"1369","09/30/2019",54,"Pala Airpad","06-073-1201","AQS",69,22,"60.4","09/30/2015","09/30/2002"
"1370","10/01/2019",55,"Donovan","06-073-1014","AQS",104,28,"57.6","10/01/2000","10/01/2002"
"1371","10/02/2019",57,"Donovan","06-073-1014","AQS",96,43,"52","10/02/2000","10/02/2002"
"1372","10/03/2019",59,"Donovan","06-073-1014","AQS",81,23,"56","10/03/2001","10/03/2006"
"1373","10/04/2019",64,"Donovan","06-073-1014","AQS",64,24,"49","10/04/2019","10/04/2006"
"1374","10/05/2019",59,"Donovan","06-073-1014","AQS",81,20,"43.4","10/05/2003","10/05/2018"
"1375","10/06/2019",63,"Donovan","06-073-1014","AQS",107,22,"58","10/06/2003","10/06/2006"
"1376","10/07/2019",67,"Donovan","06-073-1014","AQS",96,32,"54.6","10/07/2004","10/07/2007"
"1377","10/08/2019",74,"Donovan","06-073-1014","AQS",100,33,"63.2","10/08/2004","10/08/2007"
"1378","10/09/2019",68,"Pala Airpad","06-073-1201","AQS",92,39,"62.4","10/09/2003","10/09/2013"
"1379","10/10/2019",69,"Pala Airpad","06-073-1201","AQS",77,25,"57.2","10/10/2001","10/10/2000"
"1380","10/11/2019",73,"Pala Airpad","06-073-1201","AQS",77,28,"57.6","10/11/2001","10/11/2007"
"1381","10/12/2019",55,"Pala Airpad","06-073-1201","AQS",82,22,"54.6","10/12/2001","10/12/2009"
"1382","10/13/2019",59,"Donovan","06-073-1014","AQS",93,25,"56","10/13/2002","10/13/2007"
"1383","10/14/2019",69,"Pala Airpad","06-073-1201","AQS",110,21,"56.2","10/14/2002","10/14/2009"
"1384","10/15/2019",64,"Donovan","06-073-1014","AQS",89,27,"52.2","10/15/2001","10/15/2006"
"1385","10/16/2019",81,"Pala Airpad","06-073-1201","AQS",98,26,"49.4","10/16/2001","10/16/2016"
"1386","10/17/2019",70,"Donovan","06-073-1014","AQS",135,23,"50.2","10/17/2003","10/17/2016"
"1387","10/18/2019",74,"Pala Airpad","06-073-1201","AQS",105,25,"49.6","10/18/2003","10/18/2015"
"1388","10/19/2019",66,"Pala Airpad","06-073-1201","AQS",89,14,"57.2","10/19/2000","10/19/2004"
"1389","10/20/2019",64,"Pala Airpad","06-073-1201","AQS",118,19,"50.2","10/20/2000","10/20/2004"
"1390","10/21/2019",61,"Donovan","06-073-1014","AQS",115,27,"53.4","10/21/2005","10/21/2012"
"1391","10/22/2019",64,"Donovan","06-073-1014","AQS",186,31,"56.8","10/22/2007","10/22/2004"
"1392","10/23/2019",74,"Donovan","06-073-1014","AQS",188,33,"62.4","10/23/2007","10/23/2012"
"1393","10/24/2019",58,"Donovan","06-073-1014","AQS",163,34,"63.6","10/24/2007","10/24/2012"
"1394","10/25/2019",59,"Donovan","06-073-1014","AQS",135,28,"58.8","10/25/2007","10/25/2010"
"1395","10/26/2019",65,"Donovan","06-073-1014","AQS",176,36,"66.8","10/26/2003","10/26/2000"
"1396","10/27/2019",72,"Donovan","06-073-1014","AQS",289,28,"69.2","10/27/2003","10/27/2004"
"1397","10/28/2019",87,"Pala Airpad","06-073-1201","AQS",143,23,"73.6","10/28/2007","10/28/2005"
"1398","10/29/2019",67,"Donovan","06-073-1014","AQS",119,28,"61.2","10/29/2003","10/29/2000"
"1399","10/30/2019",75,"Donovan","06-073-1014","AQS",79,25,"57.8","10/30/2007","10/30/2000"
"1400","10/31/2019",98,"Donovan","06-073-1014","AQS",98,26,"58.2","10/31/2019","10/31/2017"
"1401","11/01/2019",65,"Donovan","06-073-1014","AQS",94,24,"49.4","11/01/2007","11/01/2003"
"1402","11/02/2019",53,"San Diego - Sherman Elementary School","06-073-1026","AQS",121,27,"46.6","11/02/2007","11/02/2017"
"1403","11/03/2019",73,"Donovan","06-073-1014","AQS",129,21,"49.2","11/03/2002","11/03/2015"
"1404","11/04/2019",88,"Donovan","06-073-1014","AQS",114,32,"57.2","11/04/2001","11/04/2015"
"1405","11/05/2019",78,"Donovan","06-073-1014","AQS",117,31,"57.8","11/05/2001","11/05/2017"
"1406","11/06/2019",83,"Pala Airpad","06-073-1201","AQS",133,37,"59.4","11/06/2007","11/06/2014"
"1407","11/07/2019",91,"Pala Airpad","06-073-1201","AQS",134,35,"65","11/07/2003","11/07/2014"
"1408","11/08/2019",89,"Pala Airpad","06-073-1201","AQS",127,25,"64","11/08/2001","11/08/2002"
"1409","11/09/2019",71,"Pala Airpad","06-073-1201","AQS",114,16,"53.2","11/09/2001","11/09/2002"
"1410","11/10/2019",81,"Donovan","06-073-1014","AQS",88,29,"54.6","11/10/2009","11/10/2005"
"1411","11/11/2019",80,"Donovan","06-073-1014","AQS",80,31,"61.8","11/11/2019","11/11/2010"
"1412","11/12/2019",91,"Donovan","06-073-1014","AQS",91,43,"66.2","11/12/2019","11/12/2006"
"1413","11/13/2019",103,"Pala Airpad","06-073-1201","AQS",103,31,"68","11/13/2019","11/13/2001"
"1414","11/14/2019",102,"Pala Airpad","06-073-1201","AQS",106,32,"65","11/14/2005","11/14/2014"
"1415","11/15/2019",85,"Pala Airpad","06-073-1201","AQS",122,34,"64.8","11/15/2005","11/15/2014"
"1416","11/16/2019",72,"Donovan","06-073-1014","AQS",97,38,"66.8","11/16/2001","11/16/2003"
"1417","11/17/2019",70,"Pala Airpad","06-073-1201","AQS",122,36,"61.2","11/17/2001","11/17/2014"
"1418","11/18/2019",60,"Pala Airpad","06-073-1201","AQS",130,33,"60.4","11/18/2001","11/18/2014"
"1419","11/19/2019",57,"Donovan","06-073-1014","AQS",108,43,"63.2","11/19/2001","11/19/2011"
"1420","11/20/2019",58,"Pala Airpad","06-073-1201","AQS",126,24,"64.6","11/20/2007","11/20/2014"
"1421","11/21/2019",40,"Pala Airpad","06-073-1201","AQS",86,26,"55","11/21/2007","11/21/2014"
"1422","11/22/2019",50,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,39,"51.4","11/22/2002","11/22/2014"
"1423","11/23/2019",57,"El Cajon - Lexington Elementary School","06-073-1022","AQS",108,41,"55.4","11/23/2000","11/23/2013"
"1424","11/24/2019",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",108,35,"59.8","11/24/2000","11/24/2014"
"1425","11/25/2019",56,"Donovan","06-073-1014","AQS",134,38,"61.6","11/25/2000","11/25/2014"
"1426","11/26/2019",62,"Pala Airpad","06-073-1201","AQS",117,39,"59.2","11/26/2000","11/26/2018"
"1427","11/27/2019",71,"Pala Airpad","06-073-1201","AQS",120,33,"56.6","11/27/2000","11/27/2006"
"1428","11/28/2019",54,"Pala Airpad","06-073-1201","AQS",117,29,"52.8","11/28/2000","11/28/2006"
"1429","11/29/2019",25,"El Cajon - Lexington Elementary School","06-073-1022","AQS",96,25,"45.4","11/29/2000","11/29/2019"
"1430","11/30/2019",53,"San Diego - Sherman Elementary School","06-073-1026","AQS",113,27,"59.8","11/30/2000","11/30/2007"
"1431","12/01/2019",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,37,"61.2","12/01/2000","12/01/2012"
"1432","12/02/2019",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",157,38,"60","12/02/2000","12/02/2014"
"1433","12/03/2019",70,"Donovan","06-073-1014","AQS",155,26,"59.6","12/03/2000","12/03/2014"
"1434","12/04/2019",52,"Pala Airpad","06-073-1201","AQS",105,23,"62.8","12/04/2002","12/04/2014"
"1435","12/05/2019",42,"Pala Airpad","06-073-1201","AQS",155,42,"52.8","12/05/2006","12/05/2019"
"1436","12/06/2019",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",129,39,"50.4","12/06/2003","12/06/2018"
"1437","12/07/2019",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,21,"54","12/07/2002","12/07/2007"
"1438","12/08/2019",35,"Pala Airpad","06-073-1201","AQS",134,33,"63.2","12/08/2000","12/08/2007"
"1439","12/09/2019",40,"Pala Airpad","06-073-1201","AQS",120,40,"67.2","12/09/2012","12/09/2019"
"1440","12/10/2019",47,"Donovan","06-073-1014","AQS",125,31,"63","12/10/2012","12/10/2006"
"1441","12/11/2019",63,"Donovan","06-073-1014","AQS",142,38,"52.4","12/11/2007","12/11/2015"
"1442","12/12/2019",64,"Donovan","06-073-1014","AQS",83,21,"58.6","12/12/2001","12/12/2014"
"1443","12/13/2019",70,"El Cajon - Lexington Elementary School","06-073-1022","AQS",117,30,"61.6","12/13/2002","12/13/2012"
"1444","12/14/2019",74,"Pala Airpad","06-073-1201","AQS",111,40,"79.2","12/14/2005","12/14/2012"
"1445","12/15/2019",76,"Pala Airpad","06-073-1201","AQS",100,29,"67.2","12/15/2005","12/15/2008"
"1446","12/16/2019",45,"Pala Airpad","06-073-1201","AQS",104,44,"55","12/16/2005","12/16/2006"
"1447","12/17/2019",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",106,24,"58.4","12/17/2001","12/17/2014"
"1448","12/18/2019",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,31,"65.8","12/18/2001","12/18/2010"
"1449","12/19/2019",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",127,29,"74.8","12/19/2001","12/19/2010"
"1450","12/20/2019",62,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,14,"62.6","12/20/2008","12/20/2010"
"1451","12/21/2019",70,"El Cajon - Lexington Elementary School","06-073-1022","AQS",112,20,"71.8","12/21/2018","12/21/2010"
"1452","12/22/2019",77,"El Cajon - Lexington Elementary School","06-073-1022","AQS",110,28,"65","12/22/2000","12/22/2015"
"1453","12/23/2019",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",148,43,"60.6","12/23/2000","12/23/2016"
"1454","12/24/2019",48,"Pala Airpad","06-073-1201","AQS",156,42,"70.4","12/24/2000","12/24/2016"
"1455","12/25/2019",39,"San Diego - Sherman Elementary School","06-073-1026","AQS",153,25,"72.8","12/25/2009","12/25/2003"
"1456","12/26/2019",32,"Pala Airpad","06-073-1201","AQS",107,32,"72","12/26/2002","12/26/2019"
"1457","12/27/2019",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",119,45,"72.8","12/27/2017","12/27/2007"
"1458","12/28/2019",60,"El Cajon - Lexington Elementary School","06-073-1022","AQS",109,19,"66.4","12/28/2001","12/28/2004"
"1459","12/29/2019",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,21,"62.8","12/29/2001","12/29/2004"
"1460","12/30/2019",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",98,31,"62.2","12/30/2007","12/30/2014"
"1461","12/31/2019",80,"El Cajon - Lexington Elementary School","06-073-1022","AQS",132,46,"74.4","12/31/2000","12/31/2016"
"1462","01/01/2020",81,"El Cajon - Lexington Elementary School","06-073-1022","AQS",165,54,"99.4","01/01/2014","01/01/2017"
"1463","01/02/2020",64,"Pala Airpad","06-073-1201","AQS",122,35,"68.4","01/02/2002","01/02/2006"
"1464","01/03/2020",77,"Pala Airpad","06-073-1201","AQS",114,31,"73.8","01/03/2002","01/03/2005"
"1465","01/04/2020",64,"El Cajon - Lexington Elementary School","06-073-1022","AQS",111,45,"69.8","01/04/2001","01/04/2005"
"1466","01/05/2020",68,"El Cajon - Lexington Elementary School","06-073-1022","AQS",111,14,"58.4","01/05/2001","01/05/2008"
"1467","01/06/2020",63,"Pala Airpad","06-073-1201","AQS",98,28,"59.6","01/06/2002","01/06/2008"
"1468","01/07/2020",42,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,33,"53.2","01/07/2001","01/07/2008"
"1469","01/08/2020",59,"Donovan","06-073-1014","AQS",118,25,"59","01/08/2004","01/08/2005"
"1470","01/09/2020",46,"Pala Airpad","06-073-1201","AQS",133,9,"60","01/09/2000","01/09/2005"
"1471","01/10/2020",46,"Pala Airpad","06-073-1201","AQS",138,20,"53.8","01/10/2000","01/10/2005"
"1472","01/11/2020",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,19,"56.6","01/11/2000","01/11/2005"
"1473","01/12/2020",54,"Pala Airpad","06-073-1201","AQS",107,35,"58.8","01/12/2014","01/12/2005"
"1474","01/13/2020",58,"Pala Airpad","06-073-1201","AQS",102,48,"55.4","01/13/2000","01/13/2009"
"1475","01/14/2020",62,"Pala Airpad","06-073-1201","AQS",107,34,"58.6","01/14/2001","01/14/2008"
"1476","01/15/2020",72,"Camp Pendleton","06-073-1008","AQS",82,40,"54.4","01/15/2001","01/15/2007"
"1477","01/16/2020",76,"Pala Airpad","06-073-1201","AQS",109,25,"51.8","01/16/2000","01/16/2019"
"1478","01/17/2020",87,"Pala Airpad","06-073-1201","AQS",124,47,"67.2","01/17/2003","01/17/2008"
"1479","01/18/2020",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,33,"59.6","01/18/2004","01/18/2019"
"1480","01/19/2020",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,37,"54.2","01/19/2004","01/19/2000"
"1481","01/20/2020",68,"Donovan","06-073-1014","AQS",105,39,"61.6","01/20/2002","01/20/2010"
"1482","01/21/2020",57,"Pala Airpad","06-073-1201","AQS",95,25,"60.6","01/21/2001","01/21/2010"
"1483","01/22/2020",49,"Donovan","06-073-1014","AQS",114,30,"52.8","01/22/2003","01/22/2010"
"1484","01/23/2020",57,"Donovan","06-073-1014","AQS",138,34,"48.8","01/23/2003","01/23/2017"
"1485","01/24/2020",63,"Donovan","06-073-1014","AQS",99,16,"53.4","01/24/2003","01/24/2008"
"1486","01/25/2020",74,"Donovan","06-073-1014","AQS",80,33,"52","01/25/2002","01/25/2008"
"1487","01/26/2020",70,"Pala Airpad","06-073-1201","AQS",84,37,"52.4","01/26/2010","01/26/2015"
"1488","01/27/2020",89,"Pala Airpad","06-073-1201","AQS",75,23,"58.4","01/27/2016","01/27/2008"
"1489","01/28/2020",74,"Pala Airpad","06-073-1201","AQS",89,27,"62.8","01/28/2000","01/28/2008"
"1490","01/29/2020",58,"Donovan","06-073-1014","AQS",92,33,"66.4","01/29/2003","01/29/2018"
"1491","01/30/2020",51,"Donovan","06-073-1014","AQS",123,37,"57.6","01/30/2003","01/30/2018"
"1492","01/31/2020",37,"San Diego - Sherman Elementary School","06-073-1026","AQS",82,20,"57.8","01/31/2019","01/31/2007"
"1493","02/01/2020",45,"El Cajon - Lexington Elementary School","06-073-1022","AQS",106,43,"61.6","02/01/2012","02/01/2016"
"1494","02/02/2020",37,"Donovan","06-073-1014","AQS",87,31,"52.2","02/02/2002","02/02/2005"
"1495","02/03/2020",48,"Pala Airpad","06-073-1201","AQS",88,25,"63.2","02/03/2002","02/03/2004"
"1496","02/04/2020",49,"Pala Airpad","06-073-1201","AQS",110,27,"58.2","02/04/2015","02/04/2019"
"1497","02/05/2020",42,"Donovan","06-073-1014","AQS",131,26,"71","02/05/2006","02/05/2019"
"1498","02/06/2020",54,"Donovan","06-073-1014","AQS",131,20,"65.4","02/06/2015","02/06/2010"
"1499","02/07/2020",63,"Donovan","06-073-1014","AQS",127,6,"58.6","02/07/2000","02/07/2008"
"1500","02/08/2020",71,"Donovan","06-073-1014","AQS",93,37,"55","02/08/2000","02/08/2009"
"1501","02/09/2020",84,"Pala Airpad","06-073-1201","AQS",99,27,"58.4","02/09/2007","02/09/2009"
"1502","02/10/2020",63,"Pala Airpad","06-073-1201","AQS",88,24,"56.6","02/10/2006","02/10/2000"
"1503","02/11/2020",42,"El Cajon - Lexington Elementary School","06-073-1022","AQS",87,13,"56","02/11/2018","02/11/2005"
"1504","02/12/2020",53,"Pala Airpad","06-073-1201","AQS",83,19,"62.8","02/12/2015","02/12/2003"
"1505","02/13/2020",58,"Donovan","06-073-1014","AQS",117,22,"65","02/13/2016","02/13/2001"
"1506","02/14/2020",66,"Donovan","06-073-1014","AQS",86,28,"55.2","02/14/2016","02/14/2003"
"1507","02/15/2020",60,"Pala Airpad","06-073-1201","AQS",110,32,"47.8","02/15/2002","02/15/2019"
"1508","02/16/2020",64,"Pala Airpad","06-073-1201","AQS",95,28,"53.2","02/16/2002","02/16/2011"
"1509","02/17/2020",74,"Donovan","06-073-1014","AQS",91,28,"55.8","02/17/2004","02/17/2019"
"1510","02/18/2020",77,"Donovan","06-073-1014","AQS",99,20,"46.8","02/18/2008","02/18/2005"
"1511","02/19/2020",70,"Pala Airpad","06-073-1201","AQS",143,14,"75","02/19/2018","02/19/2005"
"1512","02/20/2020",73,"Pala Airpad","06-073-1201","AQS",94,18,"58.6","02/20/2015","02/20/2005"
"1513","02/21/2020",66,"Donovan","06-073-1014","AQS",80,20,"50.4","02/21/2001","02/21/2000"
"1514","02/22/2020",60,"Pala Airpad","06-073-1201","AQS",76,15,"45","02/22/2016","02/22/2004"
"1515","02/23/2020",57,"Pala Airpad","06-073-1201","AQS",70,15,"44.4","02/23/2014","02/23/2005"
"1516","02/24/2020",61,"Pala Airpad","06-073-1201","AQS",77,20,"44.8","02/24/2012","02/24/2000"
"1517","02/25/2020",65,"Pala Airpad","06-073-1201","AQS",86,20,"51","02/25/2006","02/25/2003"
"1518","02/26/2020",53,"Pala Airpad","06-073-1201","AQS",92,17,"54","02/26/2006","02/26/2017"
"1519","02/27/2020",35,"San Diego - Sherman Elementary School","06-073-1026","AQS",90,12,"47.4","02/27/2000","02/27/2017"
"1520","02/28/2020",31,"El Cajon - Lexington Elementary School","06-073-1022","AQS",78,18,"50.6","02/28/2002","02/28/2007"
"1521","02/29/2020",44,"Donovan","06-073-1014","AQS",102,47,".","02/29/2016","02/29/2004"
"1522","03/01/2020",49,"Pala Airpad","06-073-1201","AQS",98,28,"47.6","03/01/2016","03/01/2015"
"1523","03/02/2020",60,"Pala Airpad","06-073-1201","AQS",83,28,"45.8","03/02/2016","03/02/2005"
"1524","03/03/2020",38,"Donovan","06-073-1014","AQS",67,25,"36.8","03/03/2016","03/03/2018"
"1525","03/04/2020",60,"Donovan","06-073-1014","AQS",63,5,"39.8","03/04/2011","03/04/2000"
"1526","03/05/2020",57,"Pala Airpad","06-073-1201","AQS",81,21,"54.4","03/05/2017","03/05/2005"
"1527","03/06/2020",68,"Pala Airpad","06-073-1201","AQS",77,21,"41","03/06/2015","03/06/2018"
"1528","03/07/2020",65,"Pala Airpad","06-073-1201","AQS",61,25,"38.8","03/07/2004","03/07/2016"
"1529","03/08/2020",46,"Pala Airpad","06-073-1201","AQS",76,24,"37.6","03/08/2005","03/08/2019"
"1530","03/09/2020",26,"Donovan","06-073-1014","AQS",89,29,"48","03/09/2005","03/09/2019"
"1531","03/10/2020",21,"Donovan","06-073-1014","AQS",96,28,"61.6","03/10/2015","03/10/2006"
"1532","03/11/2020",20,"Pala Airpad","06-073-1201","AQS",88,17,"57","03/11/2015","03/11/2006"
"1533","03/12/2020",27,"Donovan","06-073-1014","AQS",95,4,"54.8","03/12/2004","03/12/2000"
"1534","03/13/2020",22,"El Cajon - Lexington Elementary School","06-073-1022","AQS",85,31,"57.2","03/13/2003","03/13/2006"
"1535","03/14/2020",29,"San Diego - Sherman Elementary School","06-073-1026","AQS",155,26,"38.2","03/14/2009","03/14/2016"
"1536","03/15/2020",37,"Pala Airpad","06-073-1201","AQS",93,24,"43.6","03/15/2000","03/15/2019"
"1537","03/16/2020",35,"Pala Airpad","06-073-1201","AQS",102,25,"54.8","03/16/2004","03/16/2008"
"1538","03/17/2020",39,"Pala Airpad","06-073-1201","AQS",91,23,"50.4","03/17/2000","03/17/2002"
"1539","03/18/2020",22,"El Cajon - Lexington Elementary School","06-073-1022","AQS",90,18,"52.8","03/18/2004","03/18/2018"
"1540","03/19/2020",22,"San Diego - Sherman Elementary School","06-073-1026","AQS",109,24,"53.6","03/19/2004","03/19/2005"
"1541","03/20/2020",26,"Pala Airpad","06-073-1201","AQS",111,29,"52","03/20/2004","03/20/2007"
"1542","03/21/2020",30,"El Cajon - Lexington Elementary School","06-073-1022","AQS",113,18,"46.2","03/21/2004","03/21/2017"
"1543","03/22/2020",26,"Pala Airpad","06-073-1201","AQS",106,23,"39.8","03/22/2004","03/22/2017"
"1544","03/23/2020",26,"Pala Airpad","06-073-1201","AQS",72,20,"38.8","03/23/2004","03/23/2005"
"1545","03/24/2020",19,"Pala Airpad","06-073-1201","AQS",90,21,"40.4","03/24/2001","03/24/2005"
"1546","03/25/2020",22,"Pala Airpad","06-073-1201","AQS",76,27,"45.8","03/25/2008","03/25/2017"
"1547","03/26/2020",21,"Pala Airpad","06-073-1201","AQS",80,25,"48","03/26/2014","03/26/2012"
"1548","03/27/2020",23,"San Diego - Sherman Elementary School","06-073-1026","AQS",69,23,"54.2","03/27/2019","03/27/2007"
"1549","03/28/2020",37,"San Diego - Sherman Elementary School","06-073-1026","AQS",89,29,"54.4","03/28/2001","03/28/2010"
"1550","03/29/2020",47,"San Diego - Sherman Elementary School","06-073-1026","AQS",96,20,"47.4","03/29/2001","03/29/2006"
"1551","03/30/2020",58,"Pala Airpad","06-073-1201","AQS",102,30,"55.8","03/30/2001","03/30/2016"
"1552","03/31/2020",60,"Donovan","06-073-1014","AQS",93,26,"56","03/31/2002","03/31/2006"
"1553","04/01/2020",67,"Donovan","06-073-1014","AQS",94,27,"61.4","04/01/2002","04/01/2010"
"1554","04/02/2020",62,"Pala Airpad","06-073-1201","AQS",84,24,"61.4","04/02/2002","04/02/2003"
"1555","04/03/2020",66,"Pala Airpad","06-073-1201","AQS",75,25,"57.4","04/03/2002","04/03/2008"
"1556","04/04/2020",69,"Pala Airpad","06-073-1201","AQS",92,27,"49.2","04/04/2000","04/04/2017"
"1557","04/05/2020",64,"Pala Airpad","06-073-1201","AQS",74,23,"49.8","04/05/2000","04/05/2019"
"1558","04/06/2020",47,"Pala Airpad","06-073-1201","AQS",73,19,"48.8","04/06/2000","04/06/2019"
"1559","04/07/2020",13,"Pala Airpad","06-073-1201","AQS",83,30,"53.4","04/07/2000","04/07/2006"
"1560","04/08/2020",15,"El Cajon - Lexington Elementary School","06-073-1022","AQS",92,23,"46.2","04/08/2000","04/08/2007"
"1561","04/09/2020",18,"Pala Airpad","06-073-1201","AQS",75,21,"48.8","04/09/2002","04/09/2006"
"1562","04/10/2020",24,"El Cajon - Lexington Elementary School","06-073-1022","AQS",87,20,"50","04/10/2002","04/10/2016"
"1563","04/11/2020",24,"San Diego - Sherman Elementary School","06-073-1026","AQS",65,27,"51.6","04/11/2002","04/11/2012"
"1564","04/12/2020",30,"Pala Airpad","06-073-1201","AQS",74,20,"50","04/12/2002","04/12/2001"
"1565","04/13/2020",40,"Pala Airpad","06-073-1201","AQS",70,15,"53.8","04/13/2019","04/13/2003"
"1566","04/14/2020",37,"El Cajon - Lexington Elementary School","06-073-1022","AQS",82,20,"48.8","04/14/2002","04/14/2000"
"1567","04/15/2020",59,"Pala Airpad","06-073-1201","AQS",75,21,"57.8","04/15/2011","04/15/2006"
"1568","04/16/2020",50,"Pala Airpad","06-073-1201","AQS",74,14,"56.4","04/16/2011","04/16/2006"
"1569","04/17/2020",54,"Pala Airpad","06-073-1201","AQS",66,20,"48.8","04/17/2011","04/17/2000"
"1570","04/18/2020",53,"Pala Airpad","06-073-1201","AQS",67,18,"49.4","04/18/2015","04/18/2017"
"1571","04/19/2020",28,"Pala Airpad","06-073-1201","AQS",64,16,"47.4","04/19/2012","04/19/2017"
"1572","04/20/2020",47,"Pala Airpad","06-073-1201","AQS",72,23,"55.8","04/20/2012","04/20/2007"
"1573","04/21/2020",54,"Pala Airpad","06-073-1201","AQS",81,27,"54.4","04/21/2012","04/21/2001"
"1574","04/22/2020",57,"Pala Airpad","06-073-1201","AQS",78,17,"50.2","04/22/2012","04/22/2006"
"1575","04/23/2020",62,"Donovan","06-073-1014","AQS",66,21,"52.8","04/23/2017","04/23/2006"
"1576","04/24/2020",65,"Pala Airpad","06-073-1201","AQS",78,22,"56.2","04/24/2019","04/24/2005"
"1577","04/25/2020",75,"Pala Airpad","06-073-1201","AQS",79,26,"56","04/25/2019","04/25/2003"
"1578","04/26/2020",73,"Pala Airpad","06-073-1201","AQS",89,23,"57.6","04/26/2014","04/26/2012"
"1579","04/27/2020",60,"Pala Airpad","06-073-1201","AQS",82,27,"57.6","04/27/2001","04/27/2006"
"1580","04/28/2020",63,"Pala Airpad","06-073-1201","AQS",72,26,"58.8","04/28/2013","04/28/2002"
"1581","04/29/2020",74,"Pala Airpad","06-073-1201","AQS",99,26,"55.2","04/29/2014","04/29/2002"
"1582","04/30/2020",75,"Pala Airpad","06-073-1201","AQS",79,24,"52.4","04/30/2001","04/30/2002"
"1583","05/01/2020",69,"Pala Airpad","06-073-1201","AQS",96,27,"51.8","05/01/2001","05/01/2002"
"1584","05/02/2020",71,"Pala Airpad","06-073-1201","AQS",73,29,"60.4","05/02/2017","05/02/2005"
"1585","05/03/2020",71,"Pala Airpad","06-073-1201","AQS",71,23,"60","05/03/2019","05/03/2003"
"1586","05/04/2020",68,"Pala Airpad","06-073-1201","AQS",83,26,"61","05/04/2019","05/04/2007"
"1587","05/05/2020",64,"Donovan","06-073-1014","AQS",82,19,"54.8","05/05/2019","05/05/2008"
"1588","05/06/2020",74,"Donovan","06-073-1014","AQS",81,25,"47.4","05/06/2011","05/06/2005"
"1589","05/07/2020",80,"Donovan","06-073-1014","AQS",77,21,"37.4","05/07/2001","05/07/2008"
"1590","05/08/2020",77,"Donovan","06-073-1014","AQS",80,23,"37","05/08/2012","05/08/2000"
"1591","05/09/2020",83,"Pala Airpad","06-073-1201","AQS",77,21,"43.2","05/09/2012","05/09/2005"
"1592","05/10/2020",77,"Pala Airpad","06-073-1201","AQS",80,28,"42.4","05/10/2001","05/10/2005"
"1593","05/11/2020",66,"Pala Airpad","06-073-1201","AQS",91,20,"45.4","05/11/2001","05/11/2019"
"1594","05/12/2020",62,"Pala Airpad","06-073-1201","AQS",92,34,"49.4","05/12/2001","05/12/2019"
"1595","05/13/2020",52,"Pala Airpad","06-073-1201","AQS",101,31,"47.2","05/13/2014","05/13/2018"
"1596","05/14/2020",36,"Pala Airpad","06-073-1201","AQS",87,33,"47","05/14/2014","05/14/2018"
"1597","05/15/2020",48,"Donovan","06-073-1014","AQS",75,25,"40.8","05/15/2009","05/15/2015"
"1598","05/16/2020",57,"Pala Airpad","06-073-1201","AQS",84,20,"43.6","05/16/2014","05/16/2000"
"1599","05/17/2020",62,"Pala Airpad","06-073-1201","AQS",86,32,"38.4","05/17/2006","05/17/2018"
"1600","05/18/2020",67,"Pala Airpad","06-073-1201","AQS",71,30,"40","05/18/2012","05/18/2017"
"1601","05/19/2020",42,"Pala Airpad","06-073-1201","AQS",74,32,"46","05/19/2012","05/19/2015"
"1602","05/20/2020",32,"Pala Airpad","06-073-1201","AQS",159,21,"42.6","05/20/2006","05/20/2002"
"1603","05/21/2020",53,"Donovan","06-073-1014","AQS",74,25,"34.4","05/21/2012","05/21/2002"
"1604","05/22/2020",55,"Donovan","06-073-1014","AQS",81,20,"36.4","05/22/2013","05/22/2006"
"1605","05/23/2020",64,"Pala Airpad","06-073-1201","AQS",77,21,"36.8","05/23/2001","05/23/2015"
"1606","05/24/2020",72,"Pala Airpad","06-073-1201","AQS",73,25,"39","05/24/2001","05/24/2016"
"1607","05/25/2020",74,"Pala Airpad","06-073-1201","AQS",65,20,"31.2","05/25/2001","05/25/2016"
"1608","05/26/2020",76,"Pala Airpad","06-073-1201","AQS",74,18,"31.4","05/26/2005","05/26/2017"
"1609","05/27/2020",73,"Pala Airpad","06-073-1201","AQS",67,14,"33.8","05/27/2009","05/27/2017"
"1610","05/28/2020",67,"Pala Airpad","06-073-1201","AQS",67,27,"40.6","05/28/2009","05/28/2017"
